start training
learning rate = 0.000100
Epoch: [0][0/536]	Time 6.719 (6.719)	Data 0.004 (0.004)	Loss 1.0749 (1.0749)	
Epoch: [3][280/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0142 (0.2135)	
Epoch: [3][290/536]	Time 0.045 (0.047)	Data 0.003 (0.003)	Loss 0.1070 (0.2129)	
Epoch: [3][300/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0317 (0.2121)	
Epoch: [3][310/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0452 (0.2114)	
Epoch: [3][320/536]	Time 0.042 (0.047)	Data 0.003 (0.003)	Loss 0.0097 (0.2115)	
Epoch: [3][330/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0143 (0.2108)	
Epoch: [3][340/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.0871 (0.2102)	
Epoch: [3][350/536]	Time 0.043 (0.047)	Data 0.003 (0.003)	Loss 0.3240 (0.2098)	
Epoch: [3][360/536]	Time 0.041 (0.046)	Data 0.003 (0.003)	Loss 0.2703 (0.2094)	
Epoch: [3][370/536]	Time 0.043 (0.046)	Data 0.003 (0.003)	Loss 0.2671 (0.2088)	
Epoch: [3][380/536]	Time 0.049 (0.046)	Data 0.003 (0.003)	Loss 0.0730 (0.2082)	
Epoch: [3][390/536]	Time 0.051 (0.046)	Data 0.003 (0.003)	Loss 0.0059 (0.2077)	
Epoch: [3][400/536]	Time 0.042 (0.046)	Data 0.003 (0.003)	Loss 0.0183 (0.2070)	
Epoch: [3][410/536]	Time 0.043 (0.046)	Data 0.003 (0.003)	Loss 0.0523 (0.2064)	
Epoch: [3][420/536]	Time 0.052 (0.046)	Data 0.003 (0.003)	Loss 0.1582 (0.2058)	
Epoch: [3][430/536]	Time 0.043 (0.046)	Data 0.003 (0.003)	Loss 0.0497 (0.2051)	
Epoch: [3][440/536]	Time 0.045 (0.046)	Data 0.003 (0.003)	Loss 0.0704 (0.2045)	
Epoch: [3][450/536]	Time 0.042 (0.046)	Data 0.003 (0.003)	Loss 0.0222 (0.2036)	
Epoch: [3][460/536]	Time 0.042 (0.046)	Data 0.003 (0.003)	Loss 0.1684 (0.2031)	
Epoch: [3][470/536]	Time 0.044 (0.046)	Data 0.003 (0.003)	Loss 0.0491 (0.2025)	
Epoch: [3][480/536]	Time 0.043 (0.046)	Data 0.003 (0.003)	Loss 0.0910 (0.2020)	
